"Huntingdon-iep"
"Gele bergiep (cultuurvariëteit)"
"Honingboom"
"Appel (cultuurvariëteit)"
"Kobushi-magnolia"
"Papierberk"
"Honingboom"
"Moeraseik"
"Amberboom"
"Amberboom"
"Zilveresdoorn (cultuurvariëteit)"
"Vogelkers"
"Monumentaaliep"
"Monumentaaliep"
"Zilveresdoorn (cultuurvariëteit)"
"Zilveresdoorn (cultuurvariëteit)"
"Zilveresdoorn (cultuurvariëteit)"
"Zilveresdoorn (cultuurvariëteit)"
"Bergiep"
"Zweedse meelbes"
"Monumentaaliep"
"Watercipres"
"Watercipres"
"Watercipres"
"Meelbes (cultuurvariëteit)"
"Zweedse meelbes"
"Meelbes (cultuurvariëteit)"
"Schietwilg"
"Zilveresdoorn"
"Zilveresdoorn"
"Zweedse meelbes"
"Wilde lijsterbes (cultuurvariëteit)"
"Zweedse meelbes"
"Kobushi-magnolia"
"Boomhazelaar"
"Meelbes (cultuurvariëteit)"
"Ratelpopulier"
"Krimlinde"
"Meelbes (cultuurvariëteit)"
"Zilveresdoorn (cultuurvariëteit)"
"Ratelpopulier"
"Zweedse meelbes"
"Kobushi-magnolia"
"Kobushi-magnolia"
"Krimlinde"
"Pluimes"
"Watercipres"
"Boomhazelaar"
"Boomhazelaar"
"Boomhazelaar"
"Callery-peer (cultuurvariëteit)"
"Callery-peer (cultuurvariëteit)"
"Boomhazelaar"
"Boomhazelaar"
"Hemelboom (cultuurvariëteit)"
"Hemelboom (cultuurvariëteit)"
"Boomhazelaar"
"Boomhazelaar"
"Boomhazelaar"
"Meelbes"
"Meelbes"
"Amberboom"
"Watercipres"
"Meelbes"
"Krimlinde"
"Krimlinde"
"Krimlinde"
"Meelbes (cultuurvariëteit)"
"Honingboom"
"Meelbes (cultuurvariëteit)"
"Japanse notenboom"
"Gedeelde lijsterbes (cultuurvariëteit)"
"Gedeelde lijsterbes (cultuurvariëteit)"
"Schietwilg (cultuurvariëteit)"
"Schietwilg (cultuurvariëteit)"
"Zweedse meelbes"
"Boomhazelaar"
"Boomhazelaar"
"Boomhazelaar"
"Japanse notenboom"
"Zweedse meelbes"
"Zweedse meelbes"
"Meelbes (cultuurvariëteit)"
